common_name	book_index_number	species	genius	family	cap_diameter	cap_margin	cap_shape	cap_surface	cap_color	cap_bruising_color	cap_KOH_color	gill_attachment	gill_spacing	gill_shape	gill_color	stalk_length	stalk_diameter	stalk_shape	stalk_base	stalk_color	stalk_bruising_color	stalk_rings	odor	veil	veil_color	spore_length	spore_width	spore_shape	spore_color	edible	season	clusters	habitat	range
Parasol	172	procera	Lepiota	Agaricaceae	small	cracking	flat	fibers	white	NA	NA	free	close	broad	white	small	small	straight	bulbous	white	NA	movable	NA	partial	white	large	large	elliptical	white	caution	NA	NA	coniferous_woods	canada
Horse_Mushroom	156	arvensis	Agaricus	Agaricaceae	medium	hanging_veil	convex	smooth	white	yellow	yellow	free	close	broad	gray	small	small	tapering_up	NA	white	yellow	pendant	almond	partial	white	small	small	elliptical	purple	choice	Jul	scattered	meadows	north-east
Parasol	172	procera	Lepiota	Agaricaceae	medium	cracking	bell	fibers	white	NA	NA	free	close	broad	white	medium	small	straight	bulbous	white	NA	movable	NA	partial	white	large	large	elliptical	white	caution	NA	NA	coniferous_woods	canada
Green-spored_Lepiota	169	molybdites	Chlorophyllum	Agaricaceae	medium	NA	flat	dry	pink	NA	NA	free	close	broad	gray	medium	small	tapering_up	NA	white	gray	pendant	NA	partial	white	medium	medium	elliptical	green	poison	Aug	fairy_ring	meadows	north-west
Bleeding_Agaricus	160	haemorrhoidarius	Agaricus	Agaricaceae	small	NA	convex	fibers	gray	red	NA	free	close	broad	pink	small	medium	straight	bulbous	white	pink	pendant	NA	partial	white	small	small	elliptical	purple	caution	Aug	solitary	mixed_woods	south-east
Reddening_Lepiota	173	americana	Lepiota	Agaricaceae	small	NA	convex	smooth	brown	NA	NA	free	close	broad	white	small	small	tapering_up	NA	yellow	red	evanescent	NA	partial	white	medium	medium	elliptical	white	good	Jun	clustered	mixed_woods	north-east
Knobbed_Squamanita	193	umbonata	Squamanita	Agaricaceae	small	incurved	conical	dry	yellow	NA	NA	attached	crowded	broad	white	small	small	tapering_up	bulbous	white	NA	NA	NA	partial	NA	small	small	elliptical	white	NA	Aug	solitary	mixed_woods	north-east
California_Agaricus	151	californicus	Agaricus	Agaricaceae	small	NA	convex	dry	white	NA	white	free	close	narrow	brown	small	small	straight	NA	white	gray	pendant	pungent	partial	white	small	small	elliptical	purple	poison	Oct	scattered	urban	north-west
Spring_Agaricus	157	bitorquis	Agaricus	Agaricaceae	small	cracking	convex	fibers	brown	NA	NA	free	close	narrow	brown	small	medium	straight	NA	white	NA	pendant	NA	partial	white	small	small	round	brown	choice	May	solitary	urban	north-west
Meadow_Mushroom	153	campestris	Agaricus	Agaricaceae	small	NA	convex	smooth	brown	NA	NA	free	crowded	broad	brown	small	small	tapering_down	NA	NA	NA	evanescent	NA	partial	white	small	small	elliptical	purple	choice	Aug	scattered	meadows	canada
Western_Flat-topped_Agaricus	152	meleagris	Agaricus	Agaricaceae	medium	NA	convex	fibers	gray	yellow	yellow	free	close	broad	pink	small	medium	straight	bulbous	pink	yellow	large	foul	partial	white	small	small	oval	brown	poison	Sep	solitary	mixed_woods	mid-west
Green-spored_Lepiota	169	molybdites	Chlorophyllum	Agaricaceae	small	NA	flat	dry	pink	NA	NA	free	close	broad	gray	medium	medium	tapering_up	NA	white	gray	pendant	NA	partial	white	medium	medium	elliptical	green	poison	Aug	fairy_ring	meadows	north-west
Prince	150	augustus	Agaricus	Agaricaceae	large	decurved	convex	fibers	yellow	yellow	yellow	free	close	broad	white	small	medium	tapering_up	NA	white	NA	pendant	almond	partial	white	medium	medium	elliptical	purple	choice	Jul	solitary	meadows	canada
Horse_Mushroom	156	arvensis	Agaricus	Agaricaceae	small	hanging_veil	convex	smooth	white	yellow	yellow	free	close	broad	white	small	small	tapering_up	NA	white	yellow	pendant	almond	partial	white	small	medium	elliptical	purple	choice	Jul	numerous	meadows	north-west
Felt-ringed_Agaricus	158	hondensis	Agaricus	Agaricaceae	small	NA	convex	smooth	gray	NA	yellow	free	crowded	narrow	gray	small	small	straight	bulbous	white	NA	pendant	mild	partial	white	small	small	elliptical	purple	poison	Sep	scattered	mixed_woods	canada
Abruptly-bulbous_Agaricus	122	abruptibulbus	Agaricus	Agaricaceae	small	NA	convex	dry	white	yellow	yellow	free	crowded	narrow	white	small	small	tapering_down	bulbous	white	yellow	pendant	almond	partial	white	small	small	elliptical	purple	choice	Jul	NA	mixed_woods	canada
Bleeding_Agaricus	160	haemorrhoidarius	Agaricus	Agaricaceae	small	NA	convex	fibers	gray	red	NA	free	close	broad	pink	small	medium	straight	bulbous	pink	pink	pendant	NA	partial	white	small	small	elliptical	purple	caution	Jul	solitary	mixed_woods	north-east
Meadow_Mushroom	153	campestris	Agaricus	Agaricaceae	small	NA	convex	smooth	white	NA	NA	free	crowded	broad	pink	small	small	tapering_down	NA	NA	NA	evanescent	NA	partial	white	small	medium	elliptical	purple	choice	Aug	scattered	meadows	north-east
Yellow-foot_Agaricus	155	xanthodermus	Agaricus	Agaricaceae	medium	decurved	convex	dry	white	yellow	yellow	free	close	broad	white	small	medium	straight	bulbous	white	yellow	pendant	foul	partial	white	small	small	elliptical	brown	poison	Oct	scattered	urban	north-west
Deadly_Lepiota	162	josserandii	Lepiota	Agaricaceae	small	hanging_veil	convex	dry	brown	NA	NA	free	close	broad	white	small	small	straight	NA	red	NA	incomplete	musty	partial	white	small	small	elliptical	white	deadly	Feb	NA	deciduous_woods	south-west
Western_Flat-topped_Agaricus	152	meleagris	Agaricus	Agaricaceae	small	NA	convex	dry	gray	yellow	yellow	free	close	broad	pink	medium	medium	straight	bulbous	pink	yellow	large	foul	partial	white	small	small	oval	brown	poison	Oct	solitary	mixed_woods	north-west
Tuberous_Cystoderma	195	paradoxum	Dissoderma	Agaricaceae	small	incurved	convex	dry	gray	NA	NA	attached	distant	broad	gray	small	small	tapering_up	bulbous	gray	NA	sheath	NA	universal	yellow	small	small	elliptical	white	NA	Sep	NA	mixed_woods	north-west
Lemon-yellow_Lepiota	180	lutea	Lepiota	Agaricaceae	small	grooved	conical	scaly	yellow	NA	NA	free	crowded	narrow	white	small	small	tapering_up	NA	yellow	NA	evanescent	NA	partial	yellow	medium	medium	elliptical	white	poison	Jul	NA	mixed_woods	south-east
Common_Conifer_Cystoderma	191	fallax	Cystoderma	Agaricaceae	small	NA	convex	granular	yellow	NA	NA	attached	close	narrow	white	small	small	straight	bulbous	white	NA	flaring	NA	partial	brown	small	small	elliptical	white	NA	NA	scattered	coniferous_woods	north-west
Wine-colored_Agaricus	161	subrutilescens	Agaricus	Agaricaceae	medium	NA	convex	scaly	white	NA	green	free	crowded	narrow	pink	small	small	tapering_up	NA	white	NA	flaring	NA	partial	white	small	small	elliptical	brown	caution	Sep	solitary	coniferous_woods	north-west
Horse_Mushroom	156	arvensis	Agaricus	Agaricaceae	small	hanging_veil	convex	smooth	white	yellow	yellow	free	close	broad	white	small	small	tapering_up	NA	white	yellow	pendant	almond	partial	white	small	small	elliptical	brown	choice	Sep	scattered	meadows	canada
Yellow-foot_Agaricus	155	xanthodermus	Agaricus	Agaricaceae	medium	decurved	convex	dry	white	yellow	yellow	free	close	broad	brown	small	medium	straight	bulbous	white	yellow	pendant	foul	partial	white	small	small	elliptical	brown	poison	Sep	scattered	urban	north-west
Parasol	172	procera	Lepiota	Agaricaceae	medium	cracking	convex	fibers	white	NA	NA	free	close	broad	white	large	small	straight	bulbous	white	NA	movable	NA	partial	white	large	large	elliptical	white	caution	NA	NA	coniferous_woods	canada
Knobbed_Squamanita	193	umbonata	Squamanita	Agaricaceae	small	incurved	flat	fibers	yellow	NA	NA	attached	crowded	broad	white	small	small	tapering_up	bulbous	white	NA	NA	NA	partial	NA	small	small	elliptical	white	NA	Aug	solitary	mixed_woods	north-east
Malodorous_Lepiota	177	cristata	Lepiota	Agaricaceae	small	NA	convex	scaly	brown	NA	NA	free	close	narrow	NA	small	small	straight	NA	white	NA	evanescent	foul	partial	white	small	small	wedge	white	caution	Jul	NA	mixed_woods	north-east
Knobbed_Squamanita	193	umbonata	Squamanita	Agaricaceae	small	incurved	conical	dry	yellow	NA	NA	attached	crowded	broad	white	small	small	tapering_up	bulbous	white	NA	NA	NA	partial	NA	small	small	elliptical	white	NA	Aug	solitary	mixed_woods	north-east
Prince	150	augustus	Agaricus	Agaricaceae	medium	decurved	convex	fibers	yellow	yellow	yellow	free	close	broad	white	small	medium	tapering_up	NA	white	NA	pendant	almond	partial	white	medium	small	elliptical	purple	choice	Aug	solitary	meadows	canada
Green-spored_Lepiota	169	molybdites	Chlorophyllum	Agaricaceae	large	NA	flat	dry	pink	NA	NA	free	close	broad	white	small	medium	tapering_up	NA	white	gray	pendant	NA	partial	white	medium	medium	elliptical	green	poison	Aug	fairy_ring	meadows	north-east
Knobbed_Squamanita	193	umbonata	Squamanita	Agaricaceae	small	incurved	flat	fibers	yellow	NA	NA	attached	crowded	broad	white	small	small	tapering_up	bulbous	white	NA	NA	NA	partial	NA	small	small	elliptical	white	NA	Aug	solitary	mixed_woods	north-east
Malodorous_Lepiota	177	cristata	Lepiota	Agaricaceae	small	NA	convex	scaly	brown	NA	NA	free	close	narrow	NA	small	small	straight	NA	white	NA	evanescent	fishy	partial	white	small	small	wedge	white	caution	Aug	NA	mixed_woods	south-east
Red-gilled_Agaricus	159	echinatum	Melaniphyllum	Agaricaceae	small	hanging_veil	flat	scaly	brown	NA	NA	free	close	broad	brown	small	small	straight	bulbous	brown	NA	NA	NA	partial	NA	small	small	elliptical	purple	NA	Aug	scattered	deciduous_woods	north-west
Red-tinged_Lepiota	175	rubrotincta	Lepiota	Agaricaceae	small	cracking	flat	smooth	white	NA	NA	free	close	narrow	white	small	small	straight	bulbous	white	NA	pendant	NA	partial	white	small	small	elliptical	white	NA	Aug	NA	deciduous_woods	canada
Sharp-scaled_Lepiota	163	acutesquamosa	Lepiota	Agaricaceae	small	NA	convex	fibers	brown	NA	NA	free	crowded	narrow	white	small	small	tapering_up	bulbous	brown	NA	evanescent	NA	partial	white	small	small	elliptical	white	caution	Aug	NA	deciduous_woods	south-east
Deadly_Lepiota	162	josserandii	Lepiota	Agaricaceae	small	hanging_veil	convex	dry	brown	NA	NA	free	close	broad	white	small	small	straight	NA	red	NA	incomplete	musty	partial	white	small	small	elliptical	white	deadly	Feb	NA	deciduous_woods	south-west
Red-gilled_Agaricus	159	echinatum	Melaniphyllum	Agaricaceae	small	hanging_veil	flat	scaly	brown	NA	NA	free	close	broad	brown	small	small	straight	bulbous	brown	NA	NA	NA	partial	NA	small	small	elliptical	brown	NA	Aug	scattered	deciduous_woods	mid-west
Wine-colored_Agaricus	161	subrutilescens	Agaricus	Agaricaceae	small	NA	convex	scaly	white	NA	green	free	crowded	narrow	pink	small	small	tapering_up	NA	white	NA	flaring	NA	partial	white	small	small	elliptical	brown	caution	Sep	solitary	coniferous_woods	north-west
Green-spored_Lepiota	169	molybdites	Chlorophyllum	Agaricaceae	large	NA	flat	dry	pink	NA	NA	free	close	broad	white	medium	small	tapering_up	NA	white	gray	pendant	NA	partial	white	medium	medium	elliptical	green	poison	Aug	fairy_ring	meadows	south-east
Onion-stalked_Lepiota	179	cepaestipes	Lepiota	Agaricaceae	small	grooved	conical	scaly	white	yellow	NA	free	crowded	narrow	white	small	small	straight	bulbous	white	yellow	pendant	NA	partial	white	medium	medium	elliptical	white	caution	Aug	clustered	mixed_woods	south-east
Parasol	172	procera	Lepiota	Agaricaceae	medium	cracking	convex	fibers	white	NA	NA	free	close	broad	white	large	small	straight	bulbous	white	NA	movable	NA	partial	white	medium	large	elliptical	white	caution	NA	NA	coniferous_woods	canada
Red-gilled_Agaricus	159	echinatum	Melaniphyllum	Agaricaceae	small	hanging_veil	flat	scaly	brown	NA	NA	free	close	broad	brown	small	small	straight	bulbous	brown	NA	NA	NA	partial	NA	small	small	elliptical	purple	NA	Aug	scattered	deciduous_woods	north-west
Sharp-scaled_Lepiota	163	acutesquamosa	Lepiota	Agaricaceae	small	NA	convex	fibers	brown	NA	NA	free	crowded	narrow	white	small	small	tapering_up	bulbous	brown	NA	evanescent	NA	partial	white	small	small	elliptical	white	caution	Sep	NA	deciduous_woods	south-east
Shaggy_Parasol	171	rachodes	Lepiota	Agaricaceae	medium	NA	convex	smooth	gray	yellow	NA	free	close	broad	white	medium	medium	straight	bulbous	white	yellow	movable	NA	partial	white	small	small	elliptical	white	caution	Sep	clustered	urban	north-west
Red-tinged_Lepiota	175	rubrotincta	Lepiota	Agaricaceae	small	cracking	convex	smooth	white	NA	NA	free	close	narrow	white	small	small	straight	bulbous	white	NA	pendant	NA	partial	white	small	small	elliptical	white	NA	Aug	NA	deciduous_woods	mid-west
Western_Flat-topped_Agaricus	152	meleagris	Agaricus	Agaricaceae	small	NA	convex	dry	gray	yellow	yellow	free	close	broad	brown	small	medium	straight	bulbous	pink	yellow	large	foul	partial	white	small	small	oval	brown	poison	Sep	solitary	meadows	mid-west
Onion-stalked_Lepiota	179	cepaestipes	Lepiota	Agaricaceae	small	grooved	conical	scaly	white	yellow	NA	free	crowded	narrow	white	small	small	straight	bulbous	white	yellow	pendant	NA	partial	white	medium	medium	elliptical	white	caution	Jun	clustered	mixed_woods	north-west
Common_Conifer_Cystoderma	191	fallax	Cystoderma	Agaricaceae	small	NA	convex	granular	yellow	NA	NA	attached	close	narrow	white	small	small	straight	bulbous	white	NA	flaring	NA	partial	brown	small	small	elliptical	white	NA	NA	scattered	coniferous_woods	north-west
Tuberous_Cystoderma	195	paradoxum	Dissoderma	Agaricaceae	small	incurved	convex	fibers	gray	NA	NA	attached	distant	broad	brown	small	small	tapering_up	bulbous	gray	NA	sheath	NA	universal	yellow	small	small	elliptical	white	NA	Sep	NA	mixed_woods	north-west
Pungent_Cystoderma	194	amianthinum	Cystoderma	Agaricaceae	small	NA	convex	wrinkled	yellow	NA	brown	attached	crowded	narrow	white	small	small	straight	NA	white	NA	incomplete	NA	partial	yellow	small	small	elliptical	white	NA	Aug	scattered	coniferous_woods	south-east
Reddening_Lepiota	173	americana	Lepiota	Agaricaceae	small	NA	convex	smooth	yellow	NA	NA	free	close	broad	white	small	small	tapering_up	NA	yellow	red	evanescent	NA	partial	white	medium	small	elliptical	white	good	Sep	clustered	mixed_woods	north-east
Sharp-scaled_Lepiota	163	acutesquamosa	Lepiota	Agaricaceae	small	NA	convex	fibers	brown	NA	NA	free	crowded	narrow	white	small	small	tapering_up	bulbous	brown	NA	evanescent	NA	partial	white	small	small	elliptical	white	caution	Aug	NA	deciduous_woods	mid-west
Spring_Agaricus	157	bitorquis	Agaricus	Agaricaceae	medium	cracking	convex	fibers	brown	NA	NA	free	close	narrow	pink	small	medium	straight	NA	white	NA	pendant	NA	partial	white	small	small	round	purple	choice	May	solitary	urban	mid-west
Common_Conifer_Cystoderma	191	fallax	Cystoderma	Agaricaceae	small	NA	convex	granular	yellow	NA	NA	attached	close	narrow	white	small	small	straight	bulbous	white	NA	flaring	NA	partial	brown	small	small	elliptical	white	NA	NA	scattered	coniferous_woods	north-west
Malodorous_Lepiota	177	cristata	Lepiota	Agaricaceae	small	NA	convex	scaly	brown	NA	NA	free	close	narrow	NA	small	small	straight	NA	white	NA	evanescent	foul	partial	white	small	small	wedge	white	caution	Jun	NA	mixed_woods	north-east
Red-gilled_Agaricus	159	echinatum	Melaniphyllum	Agaricaceae	small	hanging_veil	flat	scaly	brown	NA	NA	free	close	broad	brown	small	small	straight	bulbous	brown	NA	NA	NA	partial	NA	small	small	elliptical	purple	NA	Jul	scattered	deciduous_woods	canada
Red-tinged_Lepiota	175	rubrotincta	Lepiota	Agaricaceae	small	cracking	flat	smooth	white	NA	NA	free	close	narrow	white	small	small	straight	bulbous	white	NA	pendant	NA	partial	white	small	medium	elliptical	white	NA	Sep	NA	deciduous_woods	canada
Reddening_Lepiota	173	americana	Lepiota	Agaricaceae	small	NA	convex	smooth	brown	NA	NA	free	close	broad	white	small	small	tapering_up	NA	yellow	red	evanescent	NA	partial	white	medium	large	elliptical	white	good	Aug	clustered	mixed_woods	north-east
Red-tinged_Lepiota	175	rubrotincta	Lepiota	Agaricaceae	small	cracking	flat	smooth	pink	NA	NA	free	close	narrow	white	small	small	straight	bulbous	white	NA	pendant	NA	partial	white	small	small	elliptical	white	NA	Sep	NA	deciduous_woods	north-east
Onion-stalked_Lepiota	179	cepaestipes	Lepiota	Agaricaceae	small	grooved	conical	scaly	white	yellow	NA	free	crowded	narrow	white	small	small	straight	bulbous	white	yellow	pendant	NA	partial	white	small	medium	elliptical	white	caution	Aug	clustered	mixed_woods	canada
Common_Conifer_Cystoderma	191	fallax	Cystoderma	Agaricaceae	small	NA	convex	granular	yellow	NA	NA	attached	close	narrow	white	small	small	straight	bulbous	white	NA	flaring	NA	partial	brown	small	small	elliptical	white	NA	NA	scattered	coniferous_woods	north-west
Pungent_Cystoderma	194	amianthinum	Cystoderma	Agaricaceae	small	NA	convex	wrinkled	yellow	NA	brown	attached	crowded	narrow	white	small	small	straight	NA	white	NA	incomplete	NA	partial	yellow	small	small	elliptical	white	NA	Aug	solitary	coniferous_woods	south-east
Knobbed_Squamanita	193	umbonata	Squamanita	Agaricaceae	small	incurved	flat	dry	yellow	NA	NA	attached	crowded	broad	white	small	small	tapering_up	bulbous	white	NA	NA	NA	partial	NA	small	small	elliptical	white	NA	Aug	solitary	mixed_woods	north-east
Golden_False_Pholiota	192	aurea	Phaeolepiota	Agaricaceae	small	fringed	flat	NA	brown	NA	NA	attached	close	broad	brown	medium	medium	tapering_up	NA	orange	NA	pendant	NA	partial	brown	medium	small	elliptical	brown	caution	Sep	clustered	deciduous_woods	canada
Yellow-foot_Agaricus	155	xanthodermus	Agaricus	Agaricaceae	small	decurved	convex	dry	white	yellow	yellow	free	close	broad	brown	small	medium	straight	bulbous	white	yellow	pendant	foul	partial	white	small	small	elliptical	brown	poison	Sep	scattered	urban	north-west
Red-tinged_Lepiota	175	rubrotincta	Lepiota	Agaricaceae	small	cracking	convex	smooth	pink	NA	NA	free	close	narrow	white	small	small	straight	bulbous	white	NA	pendant	NA	partial	white	small	small	elliptical	white	NA	Sep	NA	deciduous_woods	south-east
Shaggy_Parasol	171	rachodes	Lepiota	Agaricaceae	small	NA	convex	fibers	white	yellow	NA	free	close	broad	white	small	small	straight	bulbous	white	yellow	movable	NA	partial	white	small	small	elliptical	white	caution	Sep	solitary	urban	canada
Shaggy_Parasol	171	rachodes	Lepiota	Agaricaceae	small	NA	convex	smooth	white	yellow	NA	free	close	broad	white	small	medium	straight	bulbous	white	yellow	movable	NA	partial	white	small	medium	elliptical	white	caution	Sep	clustered	urban	south-east
Red-tinged_Lepiota	175	rubrotincta	Lepiota	Agaricaceae	small	cracking	flat	smooth	pink	NA	NA	free	close	narrow	white	small	small	straight	bulbous	white	NA	pendant	NA	partial	white	small	small	elliptical	white	NA	Sep	NA	deciduous_woods	south-east
Abruptly-bulbous_Agaricus	122	abruptibulbus	Agaricus	Agaricaceae	small	NA	convex	dry	white	yellow	yellow	free	crowded	narrow	white	small	small	tapering_down	bulbous	white	yellow	pendant	almond	partial	white	small	small	elliptical	purple	choice	Jul	NA	mixed_woods	canada
Meadow_Mushroom	153	campestris	Agaricus	Agaricaceae	small	NA	convex	smooth	white	NA	NA	free	crowded	broad	pink	small	small	tapering_down	NA	NA	NA	evanescent	NA	partial	white	small	small	elliptical	purple	choice	Aug	scattered	meadows	canada
Red-gilled_Agaricus	159	echinatum	Melaniphyllum	Agaricaceae	small	hanging_veil	flat	scaly	brown	NA	NA	free	close	broad	brown	small	small	straight	bulbous	brown	NA	NA	NA	partial	NA	small	small	elliptical	brown	NA	Jul	scattered	deciduous_woods	south-east
Black-disc_Lepiota	178	atrodisca	Lepiota	Agaricaceae	small	upturned	convex	fibers	white	NA	NA	free	close	narrow	white	small	small	tapering_up	NA	white	NA	fragile	NA	partial	white	small	small	elliptical	white	caution	Oct	NA	mixed_woods	north-west
Horse_Mushroom	156	arvensis	Agaricus	Agaricaceae	medium	hanging_veil	convex	smooth	white	yellow	yellow	free	close	broad	gray	small	small	tapering_up	NA	white	yellow	pendant	almond	partial	white	small	small	elliptical	purple	choice	Aug	numerous	meadows	mid-west
Western_Flat-topped_Agaricus	152	meleagris	Agaricus	Agaricaceae	medium	NA	convex	dry	gray	yellow	yellow	free	close	broad	brown	small	medium	straight	bulbous	pink	yellow	large	foul	partial	white	small	small	oval	brown	poison	Sep	solitary	mixed_woods	north-west
Sharp-scaled_Lepiota	163	acutesquamosa	Lepiota	Agaricaceae	small	NA	flat	fibers	brown	NA	NA	free	crowded	narrow	white	small	small	tapering_up	bulbous	brown	NA	evanescent	NA	partial	white	small	small	elliptical	white	caution	Sep	NA	deciduous_woods	north-east
Green-spored_Lepiota	169	molybdites	Chlorophyllum	Agaricaceae	large	NA	flat	dry	pink	NA	NA	free	close	broad	white	small	small	tapering_up	NA	white	gray	pendant	NA	partial	white	medium	medium	elliptical	green	poison	Aug	fairy_ring	meadows	north-east
Smooth_Lepiota	121	naucina	Lepiota	Agaricaceae	small	NA	convex	smooth	white	NA	NA	free	crowded	broad	white	small	small	tapering_up	NA	white	NA	movable	foul	partial	white	small	small	oval	white	caution	Sep	scattered	meadows	north-east
Red-gilled_Agaricus	159	echinatum	Melaniphyllum	Agaricaceae	small	hanging_veil	flat	scaly	brown	NA	NA	free	close	broad	brown	small	small	straight	bulbous	brown	NA	NA	NA	partial	NA	small	small	elliptical	brown	NA	Aug	scattered	deciduous_woods	north-west
Smooth_Lepiota	121	naucina	Lepiota	Agaricaceae	small	NA	convex	smooth	white	NA	NA	free	crowded	broad	white	small	small	tapering_up	NA	white	NA	movable	foul	partial	white	small	small	oval	white	caution	Sep	scattered	meadows	north-east
Yellow-foot_Agaricus	155	xanthodermus	Agaricus	Agaricaceae	medium	decurved	convex	dry	white	yellow	yellow	free	close	broad	white	small	medium	straight	bulbous	white	yellow	pendant	foul	partial	white	small	small	elliptical	brown	poison	Oct	scattered	urban	north-west
Tuberous_Cystoderma	195	paradoxum	Dissoderma	Agaricaceae	small	incurved	convex	fibers	gray	NA	NA	attached	distant	broad	brown	small	small	tapering_up	bulbous	purple	NA	sheath	NA	universal	yellow	medium	small	elliptical	white	NA	Sep	NA	mixed_woods	north-west
Prince	150	augustus	Agaricus	Agaricaceae	large	decurved	convex	fibers	yellow	yellow	yellow	free	close	broad	brown	small	medium	tapering_up	NA	white	NA	pendant	almond	partial	white	small	medium	elliptical	purple	choice	Aug	solitary	meadows	canada
Smooth_Lepiota	121	naucina	Lepiota	Agaricaceae	small	NA	convex	fibers	white	NA	NA	free	crowded	broad	pink	small	small	tapering_up	NA	white	NA	movable	foul	partial	white	small	small	oval	white	caution	Sep	scattered	meadows	mid-west
Red-gilled_Agaricus	159	echinatum	Melaniphyllum	Agaricaceae	small	hanging_veil	flat	scaly	brown	NA	NA	free	close	broad	brown	small	small	straight	bulbous	brown	NA	NA	NA	partial	NA	small	small	elliptical	purple	NA	Jul	scattered	deciduous_woods	mid-west
Parasol	172	procera	Lepiota	Agaricaceae	small	cracking	bell	fibers	white	NA	NA	free	close	broad	white	medium	small	straight	bulbous	white	NA	movable	NA	partial	white	large	medium	elliptical	white	caution	NA	NA	coniferous_woods	canada
Pungent_Cystoderma	194	amianthinum	Cystoderma	Agaricaceae	small	NA	convex	wrinkled	yellow	NA	brown	attached	crowded	narrow	white	small	small	straight	NA	white	NA	incomplete	NA	partial	yellow	small	small	elliptical	white	NA	Sep	solitary	coniferous_woods	mid-west
Spring_Agaricus	157	bitorquis	Agaricus	Agaricaceae	small	cracking	convex	fibers	brown	NA	NA	free	close	narrow	brown	small	medium	straight	NA	white	NA	pendant	NA	partial	white	small	small	round	purple	choice	May	solitary	urban	north-east
Onion-stalked_Lepiota	179	cepaestipes	Lepiota	Agaricaceae	small	grooved	conical	scaly	white	yellow	NA	free	crowded	narrow	white	small	small	straight	bulbous	white	yellow	pendant	NA	partial	white	small	medium	elliptical	white	caution	Jul	clustered	mixed_woods	north-west
Horse_Mushroom	156	arvensis	Agaricus	Agaricaceae	medium	hanging_veil	convex	smooth	white	yellow	yellow	free	close	broad	brown	small	medium	tapering_up	NA	white	yellow	pendant	almond	partial	white	small	small	elliptical	purple	choice	Aug	numerous	meadows	north-west
Tuberous_Cystoderma	195	paradoxum	Dissoderma	Agaricaceae	small	incurved	convex	fibers	gray	NA	NA	attached	distant	broad	gray	small	small	tapering_up	bulbous	purple	NA	sheath	NA	universal	yellow	medium	small	elliptical	white	NA	Sep	NA	mixed_woods	north-west
Shaggy_Parasol	171	rachodes	Lepiota	Agaricaceae	medium	NA	convex	fibers	pink	yellow	NA	free	close	broad	white	small	small	straight	bulbous	white	yellow	movable	NA	partial	white	medium	medium	elliptical	white	caution	Sep	solitary	urban	mid-west
Spring_Agaricus	157	bitorquis	Agaricus	Agaricaceae	medium	cracking	convex	fibers	brown	NA	NA	free	close	narrow	brown	small	small	straight	NA	white	NA	pendant	NA	partial	white	small	small	round	purple	choice	May	solitary	urban	south-east
Red-tinged_Lepiota	175	rubrotincta	Lepiota	Agaricaceae	small	cracking	flat	smooth	white	NA	NA	free	close	narrow	white	small	small	straight	bulbous	white	NA	pendant	NA	partial	white	medium	small	elliptical	white	NA	Aug	NA	deciduous_woods	north-east
California_Agaricus	151	californicus	Agaricus	Agaricaceae	small	NA	convex	dry	white	NA	white	free	close	narrow	white	small	small	straight	NA	white	gray	pendant	pungent	partial	white	small	medium	elliptical	purple	poison	Sep	scattered	urban	north-west
Abruptly-bulbous_Agaricus	122	abruptibulbus	Agaricus	Agaricaceae	small	NA	convex	silky	white	yellow	yellow	free	crowded	narrow	white	small	small	tapering_down	bulbous	white	yellow	pendant	almond	partial	white	small	small	elliptical	purple	choice	Aug	NA	mixed_woods	canada
Reddening_Lepiota	173	americana	Lepiota	Agaricaceae	small	NA	convex	smooth	yellow	NA	NA	free	close	broad	white	small	small	tapering_up	NA	white	red	evanescent	NA	partial	white	medium	large	elliptical	white	good	Jul	clustered	mixed_woods	north-east
Sharp-scaled_Lepiota	163	acutesquamosa	Lepiota	Agaricaceae	small	NA	flat	fibers	brown	NA	NA	free	crowded	narrow	white	small	small	tapering_up	bulbous	brown	NA	evanescent	NA	partial	white	small	small	elliptical	white	caution	Aug	NA	deciduous_woods	north-east
Spring_Agaricus	157	bitorquis	Agaricus	Agaricaceae	small	cracking	convex	fibers	brown	NA	NA	free	close	narrow	pink	small	small	straight	NA	white	NA	pendant	NA	partial	white	small	small	round	purple	choice	May	solitary	urban	canada
Red-gilled_Agaricus	159	echinatum	Melaniphyllum	Agaricaceae	small	hanging_veil	flat	scaly	brown	NA	NA	free	close	broad	brown	small	small	straight	bulbous	brown	NA	NA	NA	partial	NA	small	small	elliptical	brown	NA	Aug	scattered	deciduous_woods	canada
Sharp-scaled_Lepiota	163	acutesquamosa	Lepiota	Agaricaceae	small	NA	convex	fibers	brown	NA	NA	free	crowded	narrow	white	small	small	tapering_up	bulbous	brown	NA	evanescent	NA	partial	white	small	small	elliptical	white	caution	Aug	NA	deciduous_woods	south-east
Parasol	172	procera	Lepiota	Agaricaceae	medium	cracking	bell	fibers	white	NA	NA	free	close	broad	white	large	small	straight	bulbous	white	NA	movable	NA	partial	white	large	large	elliptical	white	caution	NA	NA	coniferous_woods	canada
Bleeding_Agaricus	160	haemorrhoidarius	Agaricus	Agaricaceae	small	NA	convex	fibers	gray	red	NA	free	close	broad	brown	small	small	straight	bulbous	white	pink	pendant	NA	partial	white	small	small	elliptical	purple	caution	Jul	solitary	mixed_woods	north-east
